5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
12/01/2016 20:45,46,1,100
12/01/2016 20:50,44,1,100
12/01/2016 20:55,49,1,100
12/01/2016 21:00,38,1,100
12/01/2016 21:05,42,1,100
12/01/2016 21:10,48,1,100
12/01/2016 21:15,42,1,100
12/01/2016 21:20,47,1,100
12/01/2016 21:25,37,1,100
12/01/2016 21:30,44,1,100
12/01/2016 21:35,48,1,100
12/01/2016 21:40,29,1,100
12/01/2016 21:45,43,1,100
12/01/2016 21:50,31,1,100
12/01/2016 21:55,27,1,100
12/01/2016 22:00,30,1,100
12/01/2016 22:05,29,1,100
12/01/2016 22:10,30,1,100
12/01/2016 22:15,36,1,100
12/01/2016 22:20,27,1,100
12/01/2016 22:25,24,1,100
12/01/2016 22:30,28,1,100
12/01/2016 22:35,22,1,100
12/01/2016 22:40,25,1,100
12/01/2016 22:45,20,1,100
12/01/2016 22:50,20,1,100
12/01/2016 22:55,16,1,100
12/01/2016 23:00,25,1,100
12/01/2016 23:05,25,1,100
12/01/2016 23:10,19,1,100
12/01/2016 23:15,25,1,100
12/01/2016 23:20,20,1,100
12/01/2016 23:25,14,1,100
12/01/2016 23:30,10,1,100
12/01/2016 23:35,15,1,100
12/01/2016 23:40,12,1,100
12/01/2016 23:45,15,1,100
12/01/2016 23:50,16,1,100
12/01/2016 23:55,17,1,100
13/01/2016 0:00,17,1,100
13/01/2016 0:05,8,1,100
13/01/2016 0:10,11,1,100
13/01/2016 0:15,10,1,100
13/01/2016 0:20,9,1,100
13/01/2016 0:25,11,1,100
13/01/2016 0:30,17,1,100
13/01/2016 0:35,7,1,100
13/01/2016 0:40,7,1,100
13/01/2016 0:45,8,1,100
13/01/2016 0:50,7,1,100
13/01/2016 0:55,3,1,100
13/01/2016 1:00,3,1,100
13/01/2016 1:05,9,1,100
13/01/2016 1:10,4,1,100
13/01/2016 1:15,4,1,100
13/01/2016 1:20,5,1,100
13/01/2016 1:25,4,1,100
13/01/2016 1:30,1,1,100
13/01/2016 1:35,5,1,100
13/01/2016 1:40,2,1,100
13/01/2016 1:45,4,1,100
13/01/2016 1:50,3,1,100
13/01/2016 1:55,2,1,100
13/01/2016 2:00,4,1,100
13/01/2016 2:05,7,1,100
13/01/2016 2:10,4,1,100
13/01/2016 2:15,6,1,100
13/01/2016 2:20,5,1,100
13/01/2016 2:25,4,1,100
13/01/2016 2:30,4,1,100
13/01/2016 2:35,2,1,100
13/01/2016 2:40,4,1,100
13/01/2016 2:45,6,1,100
13/01/2016 2:50,3,1,100
13/01/2016 2:55,4,1,100
13/01/2016 3:00,5,1,100
13/01/2016 3:05,4,1,100
13/01/2016 3:10,3,1,100
13/01/2016 3:15,6,1,100
13/01/2016 3:20,2,1,100
13/01/2016 3:25,3,1,100
13/01/2016 3:30,3,1,100
13/01/2016 3:35,7,1,100
13/01/2016 3:40,8,1,100
13/01/2016 3:45,13,1,100
13/01/2016 3:50,5,1,100
13/01/2016 3:55,8,1,100
13/01/2016 4:00,6,1,100
13/01/2016 4:05,13,1,100
13/01/2016 4:10,13,1,100
13/01/2016 4:15,13,1,100
13/01/2016 4:20,12,1,100
13/01/2016 4:25,19,1,100
13/01/2016 4:30,27,1,100
13/01/2016 4:35,25,1,100
13/01/2016 4:40,29,1,100
13/01/2016 4:45,29,1,100
13/01/2016 4:50,42,1,100
13/01/2016 4:55,39,1,100
13/01/2016 5:00,40,1,100
13/01/2016 5:05,50,1,100
13/01/2016 5:10,54,1,100
13/01/2016 5:15,48,1,100
13/01/2016 5:20,67,1,100
13/01/2016 5:25,71,1,100
13/01/2016 5:30,74,1,100
13/01/2016 5:35,87,1,100
13/01/2016 5:40,103,1,100
13/01/2016 5:45,99,1,100
13/01/2016 5:50,91,1,100
13/01/2016 5:55,93,1,100
13/01/2016 6:00,96,1,100
13/01/2016 6:05,97,1,100
13/01/2016 6:10,113,1,100
13/01/2016 6:15,120,1,100
13/01/2016 6:20,121,1,100
13/01/2016 6:25,139,1,100
13/01/2016 6:30,153,1,100
13/01/2016 6:35,173,1,100
13/01/2016 6:40,155,1,100
13/01/2016 6:45,164,1,100
13/01/2016 6:50,181,1,100
13/01/2016 6:55,139,1,100
13/01/2016 7:00,143,1,100
13/01/2016 7:05,145,1,100
13/01/2016 7:10,130,1,100
13/01/2016 7:15,134,1,100
13/01/2016 7:20,122,1,100
13/01/2016 7:25,98,1,100
13/01/2016 7:30,92,1,100
13/01/2016 7:35,86,1,100
13/01/2016 7:40,84,1,100
13/01/2016 7:45,78,1,100
13/01/2016 7:50,82,1,100
13/01/2016 7:55,70,1,100
13/01/2016 8:00,90,1,100
13/01/2016 8:05,79,1,100
13/01/2016 8:10,75,1,100
13/01/2016 8:15,88,1,100
13/01/2016 8:20,83,1,100
13/01/2016 8:25,71,1,100
13/01/2016 8:30,71,1,100
13/01/2016 8:35,82,1,100
13/01/2016 8:40,74,1,100
13/01/2016 8:45,84,1,100
13/01/2016 8:50,71,1,100
13/01/2016 8:55,92,1,100
13/01/2016 9:00,87,1,100
13/01/2016 9:05,82,1,100
13/01/2016 9:10,117,1,100
13/01/2016 9:15,118,1,100
13/01/2016 9:20,113,1,100
13/01/2016 9:25,121,1,100
13/01/2016 9:30,125,1,100
13/01/2016 9:35,109,1,100
13/01/2016 9:40,112,1,100
13/01/2016 9:45,109,1,100
13/01/2016 9:50,105,1,100
13/01/2016 9:55,98,1,100
13/01/2016 10:00,100,1,100
13/01/2016 10:05,97,1,100
13/01/2016 10:10,121,1,100
13/01/2016 10:15,101,1,100
13/01/2016 10:20,111,1,100
13/01/2016 10:25,101,1,100
13/01/2016 10:30,109,1,100
13/01/2016 10:35,101,1,100
13/01/2016 10:40,111,1,100
13/01/2016 10:45,110,1,100
13/01/2016 10:50,98,1,100
13/01/2016 10:55,93,1,100
13/01/2016 11:00,86,1,100
13/01/2016 11:05,82,1,100
13/01/2016 11:10,111,1,100
13/01/2016 11:15,120,1,100
13/01/2016 11:20,113,1,100
13/01/2016 11:25,118,1,100
13/01/2016 11:30,121,1,100
13/01/2016 11:35,99,1,100
13/01/2016 11:40,100,1,100
13/01/2016 11:45,110,1,100
13/01/2016 11:50,109,1,100
13/01/2016 11:55,95,1,100
13/01/2016 12:00,83,1,100
13/01/2016 12:05,84,1,100
13/01/2016 12:10,83,1,100
13/01/2016 12:15,86,1,100
13/01/2016 12:20,114,1,100
13/01/2016 12:25,104,1,100
13/01/2016 12:30,100,1,100
13/01/2016 12:35,115,1,100
13/01/2016 12:40,105,1,100
13/01/2016 12:45,92,1,100
13/01/2016 12:50,89,1,100
13/01/2016 12:55,80,1,100
13/01/2016 13:00,78,1,100
13/01/2016 13:05,86,1,100
13/01/2016 13:10,90,1,100
13/01/2016 13:15,101,1,100
13/01/2016 13:20,88,1,100
13/01/2016 13:25,104,1,100
13/01/2016 13:30,81,1,100
13/01/2016 13:35,99,1,100
13/01/2016 13:40,100,1,100
13/01/2016 13:45,91,1,100
13/01/2016 13:50,102,1,100
13/01/2016 13:55,66,1,100
13/01/2016 14:00,97,1,100
13/01/2016 14:05,89,1,100
13/01/2016 14:10,93,1,100
13/01/2016 14:15,107,1,100
13/01/2016 14:20,89,1,100
13/01/2016 14:25,106,1,100
13/01/2016 14:30,97,1,100
13/01/2016 14:35,101,1,100
13/01/2016 14:40,102,1,100
13/01/2016 14:45,104,1,100
13/01/2016 14:50,113,1,100
13/01/2016 14:55,100,1,100
13/01/2016 15:00,94,1,100
13/01/2016 15:05,84,1,100
13/01/2016 15:10,94,1,100
13/01/2016 15:15,111,1,100
13/01/2016 15:20,117,1,100
13/01/2016 15:25,123,1,100
13/01/2016 15:30,91,1,100
13/01/2016 15:35,118,1,100
13/01/2016 15:40,106,1,100
13/01/2016 15:45,101,1,100
13/01/2016 15:50,93,1,100
13/01/2016 15:55,97,1,100
13/01/2016 16:00,97,1,100
13/01/2016 16:05,99,1,100
13/01/2016 16:10,115,1,100
13/01/2016 16:15,119,1,100
13/01/2016 16:20,112,1,100
13/01/2016 16:25,92,1,100
13/01/2016 16:30,107,1,100
13/01/2016 16:35,101,1,100
13/01/2016 16:40,105,1,100
13/01/2016 16:45,104,1,100
13/01/2016 16:50,96,1,100
13/01/2016 16:55,88,1,100
13/01/2016 17:00,105,1,100
13/01/2016 17:05,85,1,100
13/01/2016 17:10,94,1,100
13/01/2016 17:15,121,1,100
13/01/2016 17:20,112,1,100
13/01/2016 17:25,105,1,100
13/01/2016 17:30,96,1,100
13/01/2016 17:35,84,1,100
13/01/2016 17:40,88,1,100
13/01/2016 17:45,85,1,100
13/01/2016 17:50,69,1,100
13/01/2016 17:55,67,1,100
13/01/2016 18:00,88,1,100
13/01/2016 18:05,78,1,100
13/01/2016 18:10,64,1,100
13/01/2016 18:15,89,1,100
13/01/2016 18:20,86,1,100
13/01/2016 18:25,75,1,100
13/01/2016 18:30,73,1,100
13/01/2016 18:35,86,1,100
13/01/2016 18:40,87,1,100
13/01/2016 18:45,88,1,100
13/01/2016 18:50,73,1,100
13/01/2016 18:55,92,1,100
13/01/2016 19:00,74,1,100
13/01/2016 19:05,67,1,100
13/01/2016 19:10,75,1,100
13/01/2016 19:15,71,1,100
13/01/2016 19:20,65,1,100
13/01/2016 19:25,65,1,100
13/01/2016 19:30,51,1,100
13/01/2016 19:35,75,1,100
13/01/2016 19:40,63,1,100
13/01/2016 19:45,57,1,100
13/01/2016 19:50,66,1,100
13/01/2016 19:55,56,1,100
13/01/2016 20:00,57,1,100
13/01/2016 20:05,62,1,100
13/01/2016 20:10,46,1,100
13/01/2016 20:15,58,1,100
13/01/2016 20:20,56,1,100
13/01/2016 20:25,48,1,100
13/01/2016 20:30,45,1,100
13/01/2016 20:35,42,1,100
13/01/2016 20:40,46,1,100
13/01/2016 20:45,49,1,100
13/01/2016 20:50,50,1,100
13/01/2016 20:55,47,1,100
13/01/2016 21:00,38,1,100
13/01/2016 21:05,44,1,100
13/01/2016 21:10,53,1,100
13/01/2016 21:15,48,1,100
13/01/2016 21:20,46,1,100
13/01/2016 21:25,53,1,100
13/01/2016 21:30,45,1,100
13/01/2016 21:35,43,1,100
13/01/2016 21:40,41,1,100
13/01/2016 21:45,35,1,100
13/01/2016 21:50,32,1,100
13/01/2016 21:55,35,1,100
13/01/2016 22:00,34,1,100
13/01/2016 22:05,29,1,100
13/01/2016 22:10,27,1,100
13/01/2016 22:15,31,1,100
13/01/2016 22:20,36,1,100
13/01/2016 22:25,34,1,100
13/01/2016 22:30,32,1,100
13/01/2016 22:35,25,1,100
13/01/2016 22:40,29,1,100
13/01/2016 22:45,26,1,100
13/01/2016 22:50,21,1,100
13/01/2016 22:55,16,1,100
13/01/2016 23:00,15,1,100
13/01/2016 23:05,16,1,100
13/01/2016 23:10,17,1,100
13/01/2016 23:15,22,1,100
13/01/2016 23:20,17,1,100
13/01/2016 23:25,13,1,100
13/01/2016 23:30,12,1,100
13/01/2016 23:35,9,1,100
13/01/2016 23:40,19,1,100
13/01/2016 23:45,14,1,100
13/01/2016 23:50,11,1,100
13/01/2016 23:55,13,1,100
14/01/2016 0:00,9,1,100
14/01/2016 0:05,13,1,100
14/01/2016 0:10,8,1,100
14/01/2016 0:15,6,1,100
14/01/2016 0:20,6,1,100
14/01/2016 0:25,7,1,100
14/01/2016 0:30,7,1,100
14/01/2016 0:35,10,1,100
14/01/2016 0:40,7,1,100
14/01/2016 0:45,7,1,100
14/01/2016 0:50,5,1,100
14/01/2016 0:55,7,1,100
14/01/2016 1:00,2,1,100
14/01/2016 1:05,8,1,100
14/01/2016 1:10,2,1,100
14/01/2016 1:15,6,1,100
14/01/2016 1:20,3,1,100
14/01/2016 1:25,5,1,100
14/01/2016 1:30,7,1,100
14/01/2016 1:35,4,1,100
14/01/2016 1:40,5,1,100
14/01/2016 1:45,3,1,100
14/01/2016 1:50,3,1,100
14/01/2016 1:55,3,1,100
14/01/2016 2:00,5,1,100
14/01/2016 2:05,3,1,100
14/01/2016 2:10,9,1,100
14/01/2016 2:15,3,1,100
14/01/2016 2:20,4,1,100
14/01/2016 2:25,3,1,100
14/01/2016 2:30,5,1,100
14/01/2016 2:35,3,1,100
14/01/2016 2:40,3,1,100
14/01/2016 2:45,3,1,100
14/01/2016 2:50,5,1,100
14/01/2016 2:55,3,1,100
14/01/2016 3:00,2,1,100
14/01/2016 3:05,5,1,100
14/01/2016 3:10,5,1,100
14/01/2016 3:15,3,1,100
14/01/2016 3:20,2,1,100
14/01/2016 3:25,4,1,100
14/01/2016 3:30,5,1,100
14/01/2016 3:35,5,1,100
14/01/2016 3:40,3,1,100
14/01/2016 3:45,10,1,100
14/01/2016 3:50,4,1,100
14/01/2016 3:55,4,1,100
14/01/2016 4:00,8,1,100
14/01/2016 4:05,12,1,100
14/01/2016 4:10,21,1,100
14/01/2016 4:15,9,1,100
14/01/2016 4:20,13,1,100
14/01/2016 4:25,17,1,100
14/01/2016 4:30,21,1,100
14/01/2016 4:35,25,1,100
14/01/2016 4:40,22,1,100
14/01/2016 4:45,39,1,100
14/01/2016 4:50,47,1,100
14/01/2016 4:55,42,1,100
14/01/2016 5:00,46,1,100
14/01/2016 5:05,50,1,100
14/01/2016 5:10,69,1,100
14/01/2016 5:15,48,1,100
14/01/2016 5:20,67,1,100
14/01/2016 5:25,63,1,100
14/01/2016 5:30,84,1,100
14/01/2016 5:35,88,1,100
14/01/2016 5:40,101,1,100
14/01/2016 5:45,116,1,100
14/01/2016 5:50,86,1,100
14/01/2016 5:55,86,1,100
14/01/2016 6:00,87,1,100
14/01/2016 6:05,104,1,100
14/01/2016 6:10,119,1,100
14/01/2016 6:15,135,1,100
14/01/2016 6:20,136,1,100
14/01/2016 6:25,130,1,100
14/01/2016 6:30,146,1,100
14/01/2016 6:35,147,1,100
14/01/2016 6:40,159,1,100
14/01/2016 6:45,167,1,100
14/01/2016 6:50,154,1,100
14/01/2016 6:55,148,1,100
14/01/2016 7:00,156,1,100
14/01/2016 7:05,136,1,100
14/01/2016 7:10,137,1,100
14/01/2016 7:15,138,1,100
14/01/2016 7:20,144,1,100
14/01/2016 7:25,115,1,100
14/01/2016 7:30,97,1,100
14/01/2016 7:35,92,1,100
14/01/2016 7:40,82,1,100
14/01/2016 7:45,73,1,100
14/01/2016 7:50,83,1,100
14/01/2016 7:55,75,1,100
14/01/2016 8:00,78,1,100
14/01/2016 8:05,103,1,100
14/01/2016 8:10,83,1,100
14/01/2016 8:15,88,1,100
14/01/2016 8:20,96,1,100
14/01/2016 8:25,93,1,100
14/01/2016 8:30,85,1,100
14/01/2016 8:35,95,1,100
14/01/2016 8:40,81,1,100
14/01/2016 8:45,94,1,100
14/01/2016 8:50,91,1,100
14/01/2016 8:55,96,1,100
14/01/2016 9:00,89,1,100
14/01/2016 9:05,108,1,100
14/01/2016 9:10,99,1,100
14/01/2016 9:15,105,1,100
14/01/2016 9:20,112,1,100
14/01/2016 9:25,115,1,100
14/01/2016 9:30,132,1,100
14/01/2016 9:35,128,1,100
14/01/2016 9:40,130,1,100
14/01/2016 9:45,125,1,100
14/01/2016 9:50,111,1,100
14/01/2016 9:55,125,1,100
14/01/2016 10:00,110,1,100
14/01/2016 10:05,103,1,100
14/01/2016 10:10,110,1,100
14/01/2016 10:15,116,1,100
14/01/2016 10:20,106,1,100
14/01/2016 10:25,122,1,100
14/01/2016 10:30,118,1,100
14/01/2016 10:35,116,1,100
14/01/2016 10:40,112,1,100
14/01/2016 10:45,113,1,100
14/01/2016 10:50,100,1,100
14/01/2016 10:55,106,1,100
14/01/2016 11:00,88,1,100
14/01/2016 11:05,99,1,100
14/01/2016 11:10,101,1,100
14/01/2016 11:15,104,1,100
14/01/2016 11:20,124,1,100
14/01/2016 11:25,107,1,100
14/01/2016 11:30,113,1,100
14/01/2016 11:35,119,1,100
14/01/2016 11:40,106,1,100
14/01/2016 11:45,111,1,100
14/01/2016 11:50,99,1,100
14/01/2016 11:55,91,1,100
14/01/2016 12:00,103,1,100
14/01/2016 12:05,90,1,100
14/01/2016 12:10,77,1,100
14/01/2016 12:15,99,1,100
14/01/2016 12:20,92,1,100
14/01/2016 12:25,93,1,100
14/01/2016 12:30,82,1,100
14/01/2016 12:35,107,1,100
14/01/2016 12:40,104,1,100
14/01/2016 12:45,98,1,100
14/01/2016 12:50,93,1,100
14/01/2016 12:55,80,1,100
14/01/2016 13:00,96,1,100
14/01/2016 13:05,95,1,100
14/01/2016 13:10,87,1,100
14/01/2016 13:15,93,1,100
14/01/2016 13:20,110,1,100
14/01/2016 13:25,101,1,100
14/01/2016 13:30,100,1,100
14/01/2016 13:35,103,1,100
14/01/2016 13:40,99,1,100
14/01/2016 13:45,120,1,100
14/01/2016 13:50,86,1,100
14/01/2016 13:55,94,1,100
14/01/2016 14:00,89,1,100
14/01/2016 14:05,95,1,100
14/01/2016 14:10,94,1,100
14/01/2016 14:15,103,1,100
14/01/2016 14:20,119,1,100
14/01/2016 14:25,107,1,100
14/01/2016 14:30,96,1,100
14/01/2016 14:35,94,1,100
14/01/2016 14:40,94,1,100
14/01/2016 14:45,97,1,100
14/01/2016 14:50,83,1,100
14/01/2016 14:55,104,1,100
14/01/2016 15:00,107,1,100
14/01/2016 15:05,112,1,100
14/01/2016 15:10,89,1,100
14/01/2016 15:15,103,1,100
14/01/2016 15:20,121,1,100
14/01/2016 15:25,109,1,100
14/01/2016 15:30,91,1,100
14/01/2016 15:35,121,1,100
14/01/2016 15:40,115,1,100
14/01/2016 15:45,105,1,100
14/01/2016 15:50,103,1,100
14/01/2016 15:55,86,1,100
14/01/2016 16:00,106,1,100
14/01/2016 16:05,104,1,100
14/01/2016 16:10,85,1,100
14/01/2016 16:15,94,1,100
14/01/2016 16:20,98,1,100
14/01/2016 16:25,93,1,100
14/01/2016 16:30,90,1,100
14/01/2016 16:35,96,1,100
14/01/2016 16:40,111,1,100
14/01/2016 16:45,100,1,100
14/01/2016 16:50,85,1,100
14/01/2016 16:55,83,1,100
14/01/2016 17:00,99,1,100
14/01/2016 17:05,93,1,100
14/01/2016 17:10,102,1,100
14/01/2016 17:15,110,1,100
14/01/2016 17:20,112,1,100
14/01/2016 17:25,103,1,100
14/01/2016 17:30,88,1,100
14/01/2016 17:35,77,1,100
14/01/2016 17:40,76,1,100
14/01/2016 17:45,104,1,100
14/01/2016 17:50,92,1,100
14/01/2016 17:55,85,1,100
14/01/2016 18:00,64,1,100
14/01/2016 18:05,77,1,100
14/01/2016 18:10,83,1,100
14/01/2016 18:15,83,1,100
14/01/2016 18:20,91,1,100
14/01/2016 18:25,79,1,100
14/01/2016 18:30,85,1,100
14/01/2016 18:35,73,1,100
14/01/2016 18:40,81,1,100
14/01/2016 18:45,82,1,100
14/01/2016 18:50,81,1,100
14/01/2016 18:55,60,1,100
14/01/2016 19:00,74,1,100
14/01/2016 19:05,73,1,100
14/01/2016 19:10,79,1,100
14/01/2016 19:15,74,1,100
14/01/2016 19:20,80,1,100
14/01/2016 19:25,76,1,100
14/01/2016 19:30,77,1,100
14/01/2016 19:35,68,1,100
14/01/2016 19:40,83,1,100
14/01/2016 19:45,67,1,100
14/01/2016 19:50,61,1,100
14/01/2016 19:55,47,1,100
14/01/2016 20:00,67,1,100
14/01/2016 20:05,55,1,100
14/01/2016 20:10,67,1,100
14/01/2016 20:15,62,1,100
14/01/2016 20:20,63,1,100
14/01/2016 20:25,72,1,100
14/01/2016 20:30,43,1,100
14/01/2016 20:35,53,1,100
14/01/2016 20:40,49,1,100
14/01/2016 20:45,64,1,100
14/01/2016 20:50,46,1,100
14/01/2016 20:55,54,1,100
14/01/2016 21:00,51,1,100
14/01/2016 21:05,39,1,100
14/01/2016 21:10,45,1,100
14/01/2016 21:15,59,1,100
14/01/2016 21:20,45,1,100
14/01/2016 21:25,49,1,100
14/01/2016 21:30,40,1,100
14/01/2016 21:35,40,1,100
14/01/2016 21:40,37,1,100
14/01/2016 21:45,35,1,100
14/01/2016 21:50,36,1,100
14/01/2016 21:55,38,1,100
14/01/2016 22:00,41,1,100
14/01/2016 22:05,29,1,100
14/01/2016 22:10,35,1,100
14/01/2016 22:15,42,1,100
14/01/2016 22:20,36,1,100
14/01/2016 22:25,37,1,100
14/01/2016 22:30,22,1,100
14/01/2016 22:35,32,1,100
14/01/2016 22:40,19,1,100
14/01/2016 22:45,23,1,100
14/01/2016 22:50,20,1,100
14/01/2016 22:55,21,1,100
14/01/2016 23:00,21,1,100
14/01/2016 23:05,23,1,100
14/01/2016 23:10,17,1,100
14/01/2016 23:15,17,1,100
14/01/2016 23:20,20,1,100
14/01/2016 23:25,19,1,100
14/01/2016 23:30,19,1,100
14/01/2016 23:35,8,1,100
14/01/2016 23:40,17,1,100
14/01/2016 23:45,20,1,100
14/01/2016 23:50,11,1,100
14/01/2016 23:55,10,1,100
15/01/2016 0:00,13,1,100
15/01/2016 0:05,12,1,100
15/01/2016 0:10,9,1,100
15/01/2016 0:15,9,1,100
15/01/2016 0:20,10,1,100
15/01/2016 0:25,7,1,100
15/01/2016 0:30,9,1,100
15/01/2016 0:35,7,1,100
15/01/2016 0:40,11,1,100
15/01/2016 0:45,13,1,100
15/01/2016 0:50,10,1,100
15/01/2016 0:55,9,1,100
15/01/2016 1:00,9,1,100
15/01/2016 1:05,5,1,100
15/01/2016 1:10,4,1,100
15/01/2016 1:15,8,1,100
15/01/2016 1:20,4,1,100
15/01/2016 1:25,3,1,100
15/01/2016 1:30,3,1,100
15/01/2016 1:35,2,1,100
15/01/2016 1:40,5,1,100
15/01/2016 1:45,1,1,100
15/01/2016 1:50,4,1,100
15/01/2016 1:55,5,1,100
15/01/2016 2:00,8,1,100
15/01/2016 2:05,4,1,100
15/01/2016 2:10,3,1,100
15/01/2016 2:15,2,1,100
15/01/2016 2:20,4,1,100
15/01/2016 2:25,5,1,100
15/01/2016 2:30,6,1,100
15/01/2016 2:35,6,1,100
15/01/2016 2:40,8,1,100
15/01/2016 2:45,6,1,100
15/01/2016 2:50,5,1,100
15/01/2016 2:55,6,1,100
15/01/2016 3:00,7,1,100
15/01/2016 3:05,2,1,100
15/01/2016 3:10,6,1,100
15/01/2016 3:15,5,1,100
15/01/2016 3:20,2,1,100
15/01/2016 3:25,4,1,100
15/01/2016 3:30,2,1,100
15/01/2016 3:35,6,1,100
15/01/2016 3:40,8,1,100
15/01/2016 3:45,6,1,100
15/01/2016 3:50,6,1,100
15/01/2016 3:55,8,1,100
15/01/2016 4:00,3,1,100
15/01/2016 4:05,10,1,100
15/01/2016 4:10,17,1,100
15/01/2016 4:15,17,1,100
15/01/2016 4:20,10,1,100
15/01/2016 4:25,11,1,100
15/01/2016 4:30,14,1,100
15/01/2016 4:35,16,1,100
15/01/2016 4:40,33,1,100
15/01/2016 4:45,31,1,100
15/01/2016 4:50,38,1,100
15/01/2016 4:55,31,1,100
15/01/2016 5:00,34,1,100
15/01/2016 5:05,47,1,100
15/01/2016 5:10,46,1,100
15/01/2016 5:15,50,1,100
15/01/2016 5:20,54,1,100
15/01/2016 5:25,60,1,100
15/01/2016 5:30,67,1,100
15/01/2016 5:35,82,1,100
15/01/2016 5:40,86,1,100
15/01/2016 5:45,74,1,100
15/01/2016 5:50,82,1,100
15/01/2016 5:55,80,1,100
15/01/2016 6:00,98,1,100
15/01/2016 6:05,103,1,100
15/01/2016 6:10,118,1,100
15/01/2016 6:15,117,1,100
15/01/2016 6:20,122,1,100
15/01/2016 6:25,120,1,100
15/01/2016 6:30,139,1,100
15/01/2016 6:35,150,1,100
15/01/2016 6:40,153,1,100
15/01/2016 6:45,150,1,100
15/01/2016 6:50,143,1,100
15/01/2016 6:55,151,1,100
15/01/2016 7:00,158,1,100
15/01/2016 7:05,140,1,100
15/01/2016 7:10,143,1,100
15/01/2016 7:15,128,1,100
15/01/2016 7:20,124,1,100
15/01/2016 7:25,113,1,100
15/01/2016 7:30,120,1,100
15/01/2016 7:35,95,1,100
15/01/2016 7:40,90,1,100
15/01/2016 7:45,82,1,100
15/01/2016 7:50,83,1,100
15/01/2016 7:55,89,1,100
15/01/2016 8:00,94,1,100
15/01/2016 8:05,91,1,100
15/01/2016 8:10,98,1,100
15/01/2016 8:15,97,1,100
15/01/2016 8:20,93,1,100
15/01/2016 8:25,86,1,100
15/01/2016 8:30,84,1,100
15/01/2016 8:35,94,1,100
15/01/2016 8:40,91,1,100
15/01/2016 8:45,96,1,100
15/01/2016 8:50,85,1,100
15/01/2016 8:55,99,1,100
15/01/2016 9:00,86,1,100
15/01/2016 9:05,102,1,100
15/01/2016 9:10,98,1,100
15/01/2016 9:15,114,1,100
15/01/2016 9:20,119,1,100
15/01/2016 9:25,114,1,100
15/01/2016 9:30,117,1,100
15/01/2016 9:35,124,1,100
15/01/2016 9:40,116,1,100
15/01/2016 9:45,118,1,100
15/01/2016 9:50,106,1,100
15/01/2016 9:55,101,1,100
15/01/2016 10:00,110,1,100
15/01/2016 10:05,112,1,100
15/01/2016 10:10,105,1,100
15/01/2016 10:15,102,1,100
15/01/2016 10:20,111,1,100
15/01/2016 10:25,125,1,100
15/01/2016 10:30,109,1,100
15/01/2016 10:35,105,1,100
15/01/2016 10:40,125,1,100
15/01/2016 10:45,117,1,100
15/01/2016 10:50,98,1,100
15/01/2016 10:55,108,1,100
15/01/2016 11:00,106,1,100
15/01/2016 11:05,119,1,100
15/01/2016 11:10,102,1,100
15/01/2016 11:15,79,1,100
15/01/2016 11:20,109,1,100
15/01/2016 11:25,89,1,100
15/01/2016 11:30,105,1,100
15/01/2016 11:35,126,1,100
15/01/2016 11:40,105,1,100
15/01/2016 11:45,118,1,100
15/01/2016 11:50,121,1,100
15/01/2016 11:55,105,1,100
15/01/2016 12:00,107,1,100
15/01/2016 12:05,83,1,100
15/01/2016 12:10,116,1,100
15/01/2016 12:15,106,1,100
15/01/2016 12:20,104,1,100
15/01/2016 12:25,115,1,100
15/01/2016 12:30,117,1,100
15/01/2016 12:35,106,1,100
15/01/2016 12:40,96,1,100
15/01/2016 12:45,109,1,100
15/01/2016 12:50,118,1,100
15/01/2016 12:55,87,1,100
15/01/2016 13:00,129,1,100
15/01/2016 13:05,104,1,100
15/01/2016 13:10,92,1,100
15/01/2016 13:15,108,1,100
15/01/2016 13:20,124,1,100
15/01/2016 13:25,110,1,100
15/01/2016 13:30,109,1,100
15/01/2016 13:35,100,1,100
15/01/2016 13:40,102,1,100
15/01/2016 13:45,104,1,100
15/01/2016 13:50,118,1,100
15/01/2016 13:55,121,1,100
15/01/2016 14:00,116,1,100
15/01/2016 14:05,119,1,100
15/01/2016 14:10,102,1,100
15/01/2016 14:15,101,1,100
15/01/2016 14:20,114,1,100
15/01/2016 14:25,101,1,100
15/01/2016 14:30,79,1,100
15/01/2016 14:35,86,1,100
15/01/2016 14:40,113,1,100
15/01/2016 14:45,113,1,100
15/01/2016 14:50,115,1,100
15/01/2016 14:55,104,1,100
15/01/2016 15:00,123,1,100
15/01/2016 15:05,115,1,100
15/01/2016 15:10,98,1,100
15/01/2016 15:15,90,1,100
15/01/2016 15:20,117,1,100
15/01/2016 15:25,101,1,100
15/01/2016 15:30,92,1,100
15/01/2016 15:35,114,1,100
15/01/2016 15:40,95,1,100
15/01/2016 15:45,115,1,100
15/01/2016 15:50,104,1,100
15/01/2016 15:55,99,1,100
15/01/2016 16:00,110,1,100
15/01/2016 16:05,109,1,100
15/01/2016 16:10,91,1,100
15/01/2016 16:15,98,1,100
15/01/2016 16:20,94,1,100
15/01/2016 16:25,97,1,100
15/01/2016 16:30,99,1,100
15/01/2016 16:35,98,1,100
15/01/2016 16:40,87,1,100
15/01/2016 16:45,93,1,100
15/01/2016 16:50,82,1,100
15/01/2016 16:55,87,1,100
15/01/2016 17:00,101,1,100
15/01/2016 17:05,83,1,100
